simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.071132	18999	274.461
40	1231	94	0	110.358	3.73259e-06	5.52102
80	1245	14	0	95.7138	7.10121e-16	0.0393788
120	1264	19	0	95.7377	1.33046e-25	0.0105839
160	1287	23	0	95.6808	2.42348e-35	0.00256426
200	1317	30	0	95.8652	4.15871e-45	0.000464083
240	1358	41	0	96.2488	6.59736e-55	6.93124e-06
280	1400	42	0	96.4282	9.70108e-65	2.83848e-08
320	1457	57	0	96.9695	1.31483e-74	1.1624e-10
360	1531	74	0	97.8137	1.62965e-84	4.76011e-13
400	1607	81	5	97.3552	1.84462e-94	1.94927e-15
440	1703	102	6	98.6825	1.88856e-104	7.98215e-18
480	1801	113	15	100.891	1.73367e-114	3.26859e-20
520	1941	152	12	100.364	1.40988e-124	1.33842e-22
560	2046	119	14	99.6083	9.94724e-135	5.48046e-25
600	2114	75	7	101.022	6.10177e-145	2.24404e-27
640	2209	99	4	101.381	3.22655e-155	9.18818e-30
680	2307	103	5	115.503	1.43804e-165	341.646
720	2327	25	5	105.242	5.40435e-176	1.40181
760	2353	29	3	103.977	1.78341e-186	0.0181846
800	2378	29	4	104.127	5.54676e-197	0.00520661
840	2410	40	8	102.985	1.5154e-207	0.00152547
880	2462	59	7	103.46	3.56613e-218	0.000395688
920	2537	82	7	105.571	7.25602e-229	9.89184e-06
960	2633	101	5	105.273	1.27336e-239	4.04925e-08
1000	2768	137	2	106.112	1.90849e-250	1.65753e-10
1040	2939	173	2	106.811	2.42177e-261	6.78477e-13
1080	3116	182	5	107.718	2.57106e-272	2.77713e-15
1120	3325	220	11	110.257	2.2613e-283	1.1367e-17
1160	3614	300	11	112.438	1.58315e-294	4.65242e-20
1200	3829	230	15	114.07	0	1.90412e-22
1240	3958	137	8	113.921	0	7.79276e-25
1280	4143	191	6	115.531	0	3.18907e-27
1320	4319	181	5	116.607	0	1.305e-29
1360	4365	53	7	131.869	0	86.4077
1400	4395	36	6	117.594	0	0.368515
1440	4423	41	13	117.521	0	0.0221575
1440.02	4425	2	0	0.803606	0	0.0221462
