simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.0789854	18999	274.461
40	1232	95	0	107.65	3.7075e-06	4.15344
80	1247	15	0	95.9782	6.98069e-16	0.0170102
120	1260	13	0	96.412	1.24422e-25	6.96635e-05
160	1290	30	0	96.4651	2.05419e-35	2.85294e-07
200	1336	46	0	96.2395	3.1223e-45	1.16835e-09
240	1379	43	0	96.8044	4.34551e-55	4.7846e-12
280	1430	51	0	95.9484	5.56028e-65	1.95935e-14
320	1491	61	0	97.7943	6.50755e-75	8.0236e-17
360	1556	65	0	98.4648	6.97179e-85	3.28564e-19
400	1645	91	2	99.4458	6.75399e-95	1.34544e-21
440	1734	91	2	98.181	5.92061e-105	5.50933e-24
480	1855	124	3	102.156	4.59553e-115	2.25593e-26
520	2004	151	2	101.007	3.08935e-125	9.23726e-29
560	2123	120	1	102.213	1.79339e-135	3.78225e-31
600	2202	81	2	102.989	9.06439e-146	1.54863e-33
640	2298	100	4	104.024	3.93171e-156	6.34059e-36
680	2403	109	4	105.296	1.42568e-166	2.59596e-38
720	2438	40	5	114.498	4.31822e-177	8.26368
760	2467	34	5	105.679	1.11007e-187	0.0338307
800	2507	43	3	106.045	2.40362e-198	0.000138494
840	2590	87	4	106.108	4.35984e-209	5.66937e-07
880	2664	84	10	107.442	6.64192e-220	2.32073e-09
920	2753	92	3	108.033	8.58978e-231	9.49945e-12
960	2874	125	4	108.061	9.43962e-242	3.88829e-14
1000	2993	122	3	108.479	8.71315e-253	1.59149e-16
1040	3169	182	6	109.262	6.63325e-264	6.51379e-19
1080	3362	197	4	110.167	4.1044e-275	2.66593e-21
1120	3586	229	5	112.965	2.03195e-286	1.09105e-23
1160	3848	265	3	116.306	7.85486e-298	4.46505e-26
1200	4070	231	9	115.917	0	1.82721e-28
1240	4232	167	5	118.302	0	7.47702e-31
1280	4416	199	15	116.934	0	3.05945e-33
1320	4597	187	6	119.492	0	1.25179e-35
1360	4676	89	10	121.175	0	5.1214e-38
1400	4735	63	4	132.811	0	16.4235
